Id,Label,timeset,modularity_class
Q96HM7|PED1B_HUMAN,,,19
P00374|DYR_HUMAN,,,1
P35499|SCN4A_HUMAN,,,0
Q9H799|CE042_HUMAN,,,19
P0CW27|CC166_HUMAN,,,12
Q9P296|C5AR2_HUMAN,,,7
Q9P121|NTRI_HUMAN,,,3
Q07699|SCN1B_HUMAN,,,3
Q8TCY9|URGCP_HUMAN,,,5
Q16099|GRIK4_HUMAN,,,18
Q9UDY6|TRI10_HUMAN,,,15
Q96PV7|F193B_HUMAN,,,17
Q9HBT8|Z286A_HUMAN,,,15
P20783|NTF3_HUMAN,,,3
Q5T2E6|CJ076_HUMAN,,,15
Q8N3P4|VPS8_HUMAN,,,2
Q9H930|SP14L_HUMAN,,,2
Q8NDW8|TT21A_HUMAN,,,17
O95167|NDUA3_HUMAN,,,2
Q9H3H3|CK068_HUMAN,,,10
Q96G04|EF2KT_HUMAN,,,7
Q12891|HYAL2_HUMAN,,,3
Q9NY59|NSMA2_HUMAN,,,10
Q8WXB4|ZN606_HUMAN,,,14
Q96H15|TIMD4_HUMAN,,,3
Q6ZS30|NBEL1_HUMAN,,,12
O00744|WN10B_HUMAN,,,9
Q8IZX4|TAF1L_HUMAN,,,1
Q8IUH4|ZDH13_HUMAN,,,12
Q13488|VPP3_HUMAN,,,2
Q96RK0|CIC_HUMAN,,,12
P24043|LAMA2_HUMAN,,,4
Q6ZT07|TBCD9_HUMAN,,,15
Q14588|ZN234_HUMAN,,,0
Q8N3S3|PHTF2_HUMAN,,,25
O43699|SIGL6_HUMAN,,,3
P56378|68MP_HUMAN,,,0
P16562|CRIS2_HUMAN,,,15
O75800|ZMY10_HUMAN,,,4
Q8IZJ3|CPMD8_HUMAN,,,0
Q9GZR1|SENP6_HUMAN,,,1
Q86YW5|TRML1_HUMAN,,,3
P03950|ANGI_HUMAN,,,13
Q5JPF3|AN36C_HUMAN,,,19
Q9BYI3|HYCCI_HUMAN,,,0
Q86TV6|TTC7B_HUMAN,,,0
Q96BJ3|AIDA_HUMAN,,,19
Q5D0E6|DALD3_HUMAN,,,12
Q12893|TM115_HUMAN,,,12
Q14353|GAMT_HUMAN,,,3
Q8IV33|K0825_HUMAN,,,10
Q8N0T1|CH059_HUMAN,,,13
Q96PG8|BBC3B_HUMAN,,,6
P53609|PGTB1_HUMAN,,,3
O15533|TPSN_HUMAN,,,3
Q9P0M2|AKA7G_HUMAN,,,4
Q8NHW4|CC4L_HUMAN,,,25
P0C5W0|PNM6B_HUMAN,,,1
Q2Y0W8|S4A8_HUMAN,,,10
Q8N7C3|TRIMM_HUMAN,,,1
Q9ULJ3|ZBT21_HUMAN,,,1
Q6ZV89|SH2D5_HUMAN,,,3
A6NCL1|GEMC1_HUMAN,,,0
Q9HCG1|ZN160_HUMAN,,,13
Q9NVA1|UQCC1_HUMAN,,,2
O75541|ZN821_HUMAN,,,10
O75023|LIRB5_HUMAN,,,3
Q8WW24|TEKT4_HUMAN,,,19
Q96EG1|ARSG_HUMAN,,,10
P07203|GPX1_HUMAN,,,3
Q99424|ACOX2_HUMAN,,,2
P28328|PEX2_HUMAN,,,15
P43155|CACP_HUMAN,,,2
Q8IV36|HID1_HUMAN,,,15
A6NDN3|GOG6B_HUMAN,,,13
Q719H9|KCTD1_HUMAN,,,10
Q16760|DGKD_HUMAN,,,20
Q9UL40|ZN346_HUMAN,,,10
P39905|GDNF_HUMAN,,,7
P56159|GFRA1_HUMAN,,,3
Q3YBR2|TBRG1_HUMAN,,,1
Q4KMQ2|ANO6_HUMAN,,,8
P08173|ACM4_HUMAN,,,3
Q8NGH8|O56A4_HUMAN,,,0
P21730|C5AR1_HUMAN,,,0
Q9UPR0|PLCL2_HUMAN,,,13
Q9BQ75|CMS1_HUMAN,,,1
Q9UKS7|IKZF2_HUMAN,,,1
Q9ULK2|AT7L1_HUMAN,,,1
O60290|ZN862_HUMAN,,,12
Q9NVD3|SETD4_HUMAN,,,7
Q9NVX2|NLE1_HUMAN,,,10
Q59EK9|RUN3A_HUMAN,,,3
Q8TD17|ZN398_HUMAN,,,4
Q8IVN3|MSTN1_HUMAN,,,9
Q9UJ04|TSYL4_HUMAN,,,12
O43900|PRIC3_HUMAN,,,3
Q86UK7|ZN598_HUMAN,,,20
Q66K41|Z385C_HUMAN,,,10
P01571|IFN17_HUMAN,,,15
Q9Y6F6|MRVI1_HUMAN,,,6
Q9H2H0|CXXC4_HUMAN,,,15
Q9P0R6|GSKIP_HUMAN,,,0
A1L170|CA226_HUMAN,,,25
O75391|SPAG7_HUMAN,,,2
Q9UKG9|OCTC_HUMAN,,,4
Q9Y336|SIGL9_HUMAN,,,19
Q9H2L5|RASF4_HUMAN,,,19
Q14244|MAP7_HUMAN,,,19
Q2VWA4|SKOR2_HUMAN,,,3
P43234|CATO_HUMAN,,,7
Q86W34|AMZ2_HUMAN,,,7
Q9BVN2|RUSC1_HUMAN,,,12
Q8IZR5|CKLF4_HUMAN,,,1
Q5H8A4|PIGG_HUMAN,,,0
Q06033|ITIH3_HUMAN,,,3
Q5RGS3|F74A1_HUMAN,,,0
P0CL82|GG12I_HUMAN,,,5
A2RRH5|WDR27_HUMAN,,,25
Q9BPX7|CG025_HUMAN,,,15
Q99435|NELL2_HUMAN,,,7
Q8WUP2|FBLI1_HUMAN,,,13
Q4ADV7|RIC1_HUMAN,,,2
Q6ZS17|FA65A_HUMAN,,,3
Q16348|S15A2_HUMAN,,,25
Q96D59|RN183_HUMAN,,,2
Q9HCM1|K1551_HUMAN,,,6
Q9H0Z9|RBM38_HUMAN,,,0
Q30201|HFE_HUMAN,,,3
Q9UK61|F208A_HUMAN,,,1
Q6PEV8|F199X_HUMAN,,,1
Q17RB0|F127C_HUMAN,,,9
Q8IVJ1|S41A1_HUMAN,,,2
Q6PH85|DCNL2_HUMAN,,,17
Q7Z7J5|DPPA2_HUMAN,,,7
Q9C0A6|SETD5_HUMAN,,,7
Q86YF9|DZIP1_HUMAN,,,19
Q9NY47|CA2D2_HUMAN,,,3
P23470|PTPRG_HUMAN,,,3
P26440|IVD_HUMAN,,,2
Q9Y320|TMX2_HUMAN,,,2
Q9BUP0|EFHD1_HUMAN,,,15
Q8ND83|SLAI1_HUMAN,,,1
Q9C0A0|CNTP4_HUMAN,,,13
Q93097|WNT2B_HUMAN,,,1
Q8IYX8|CE57L_HUMAN,,,0
Q9HC78|ZBT20_HUMAN,,,13
Q9H6S1|AZI2_HUMAN,,,6
P41567|EIF1_HUMAN,,,10
O15315|RA51B_HUMAN,,,1
Q8TE76|MORC4_HUMAN,,,12
Q9UIR0|BTNL2_HUMAN,,,3
Q7Z7H3|CATIP_HUMAN,,,1
Q9NP94|S39A2_HUMAN,,,0
P05093|CP17A_HUMAN,,,2
Q13530|SERC3_HUMAN,,,2
Q8IWE5|PKHM2_HUMAN,,,3
P41180|CASR_HUMAN,,,0
O15211|RGL2_HUMAN,,,3
Q15406|NR6A1_HUMAN,,,1
Q9H446|RWDD1_HUMAN,,,17
Q9P003|CNIH4_HUMAN,,,2
Q66K79|CBPZ_HUMAN,,,19
Q9P2J3|KLHL9_HUMAN,,,17
P49908|SEPP1_HUMAN,,,15
Q495Y8|SPDE2_HUMAN,,,6
Q6PF05|TT23L_HUMAN,,,4
P57088|TMM33_HUMAN,,,10
O00584|RNT2_HUMAN,,,6
Q6ZWI9|RFPLB_HUMAN,,,18
O95704|APBB3_HUMAN,,,3
Q96S37|S22AC_HUMAN,,,25
Q96HE7|ERO1A_HUMAN,,,13
Q9P0W8|SPAT7_HUMAN,,,19
Q8TAB5|CA216_HUMAN,,,1
Q04743|EMX2_HUMAN,,,14
Q9UNK9|ANGE1_HUMAN,,,14
Q9ULJ7|ANR50_HUMAN,,,0
Q8N5D6|GBGT1_HUMAN,,,6
Q9NUD5|ZCHC3_HUMAN,,,10
Q9H8W5|TRI45_HUMAN,,,0
Q9H2D6|TARA_HUMAN,,,13
Q6ZTN6|AN13D_HUMAN,,,12
P19875|CXCL2_HUMAN,,,0
P06028|GLPB_HUMAN,,,15
Q9NQT8|KI13B_HUMAN,,,0
O15342|VA0E1_HUMAN,,,2
Q14896|MYPC3_HUMAN,,,13
Q56P42|PYDC2_HUMAN,,,6
Q96EX1|SIM12_HUMAN,,,10
Q9Y5F9|PCDGI_HUMAN,,,15
O15438|MRP3_HUMAN,,,2
Q1HG43|DOXA1_HUMAN,,,3
Q3KNS6|ZN829_HUMAN,,,3
O15173|PGRC2_HUMAN,,,14
Q3ZCT1|ZN260_HUMAN,,,4
Q9HAK2|COE2_HUMAN,,,1
P34913|HYES_HUMAN,,,3
O75956|CDKA2_HUMAN,,,1
Q8WUU5|GATD1_HUMAN,,,1
P48651|PTSS1_HUMAN,,,4
Q92953|KCNB2_HUMAN,,,0
Q8TDN1|KCNG4_HUMAN,,,0
Q96F81|DISP1_HUMAN,,,15
P09086|PO2F2_HUMAN,,,1
Q6P2I7|EBLN2_HUMAN,,,9
Q7LBR1|CHM1B_HUMAN,,,15
Q9NPG4|PCD12_HUMAN,,,3
Q8TAB3|PCD19_HUMAN,,,0
O75952|CABYR_HUMAN,,,19
Q9UJ55|MAGL2_HUMAN,,,15
P42695|CNDD3_HUMAN,,,25
P52895|AK1C2_HUMAN,,,25
Q9Y345|SC6A5_HUMAN,,,3
Q4G163|FBX43_HUMAN,,,20
Q96K19|RN170_HUMAN,,,2
Q8IWU4|ZNT8_HUMAN,,,12
Q6N075|MFSD5_HUMAN,,,12
Q53FD0|ZC21C_HUMAN,,,3
Q9NZC4|EHF_HUMAN,,,1
Q92879|CELF1_HUMAN,,,10
P80303|NUCB2_HUMAN,,,6
Q8N4A0|GALT4_HUMAN,,,3
Q9UK39|NOCT_HUMAN,,,13
Q7RTX7|CTSR4_HUMAN,,,19
Q7Z2Y5|NRK_HUMAN,,,25
Q9Y5J9|TIM8B_HUMAN,,,2
Q12816|TROP_HUMAN,,,15
Q96BJ8|ELMO3_HUMAN,,,20
Q9H7E2|TDRD3_HUMAN,,,10
P0CZ20|PNM6D_HUMAN,,,3
O15068|MCF2L_HUMAN,,,3
Q6ZNK6|TIFAB_HUMAN,,,11
Q8IYJ3|SYTL1_HUMAN,,,11
O00194|RB27B_HUMAN,,,11
Q5ST30|SYVM_HUMAN,,,15
Q9Y258|CCL26_HUMAN,,,3
Q9BXA9|SALL3_HUMAN,,,1
Q8TDJ6|DMXL2_HUMAN,,,2
Q9UKN1|MUC12_HUMAN,,,7
Q32P44|EMAL3_HUMAN,,,19
Q9BXY8|BEX2_HUMAN,,,12
Q9ULL4|PLXB3_HUMAN,,,3
Q3B7T3|BEAN1_HUMAN,,,25
P18440|ARY1_HUMAN,,,0
Q8IYX4|DND1_HUMAN,,,15
O95628|CNOT4_HUMAN,,,15
Q8N1S5|S39AB_HUMAN,,,3
Q9UQ72|PSG11_HUMAN,,,7
P50461|CSRP3_HUMAN,,,13
O43716|GATC_HUMAN,,,0
O95750|FGF19_HUMAN,,,3
Q8IYE0|CC146_HUMAN,,,11
Q8TAD7|OCC1_HUMAN,,,0
Q9P1Z2|CACO1_HUMAN,,,6
Q9Y573|IPP_HUMAN,,,17
Q86U10|LPP60_HUMAN,,,12
O95294|RASL1_HUMAN,,,25
Q96HA9|PX11C_HUMAN,,,2
Q02252|MMSA_HUMAN,,,25
O75127|PTCD1_HUMAN,,,10
Q86U28|ISCA2_HUMAN,,,25
Q96B86|RGMA_HUMAN,,,12
Q5PRF9|SMAG2_HUMAN,,,12
O43790|KRT86_HUMAN,,,13
Q9H6P5|TASP1_HUMAN,,,1
A6NHX0|GATL2_HUMAN,,,14
Q9UII6|DS13B_HUMAN,,,9
Q9UHW9|S12A6_HUMAN,,,8
O60469|DSCAM_HUMAN,,,3
P78426|NKX61_HUMAN,,,15
Q5RHP9|ERIC3_HUMAN,,,15
Q9NY64|GTR8_HUMAN,,,0
Q99767|APBA2_HUMAN,,,7
O95633|FSTL3_HUMAN,,,9
Q9UJX0|OSGI1_HUMAN,,,17
Q9UM22|EPDR1_HUMAN,,,15
Q9H0R1|AP5M1_HUMAN,,,14
Q8WVE7|T170A_HUMAN,,,15
Q8N9W4|GG6L2_HUMAN,,,20
Q7RTU0|TCF24_HUMAN,,,13
Q9BX79|STRA6_HUMAN,,,0
Q5T011|SZT2_HUMAN,,,2
Q6NUK1|SCMC1_HUMAN,,,20
A5PLK6|RGSL_HUMAN,,,1
P18428|LBP_HUMAN,,,13
A4QPH2|PI4P2_HUMAN,,,3
P40313|CTRL_HUMAN,,,5
Q9Y5G9|PCDG4_HUMAN,,,13
Q86X24|HORM1_HUMAN,,,1
O95190|OAZ2_HUMAN,,,12
Q32NC0|CR021_HUMAN,,,5
P08651|NFIC_HUMAN,,,1
P02655|APOC2_HUMAN,,,7
O95136|S1PR2_HUMAN,,,0
Q9UKJ3|GPTC8_HUMAN,,,10
Q9NRM1|ENAM_HUMAN,,,7
Q00722|PLCB2_HUMAN,,,12
Q9BY50|SC11C_HUMAN,,,2
O75346|ZN253_HUMAN,,,18
Q96N38|ZN714_HUMAN,,,21
Q06643|TNFC_HUMAN,,,6
Q96NC0|ZMAT2_HUMAN,,,10
Q9UKR3|KLK13_HUMAN,,,7
Q9UBX7|KLK11_HUMAN,,,6
Q86XX4|FRAS1_HUMAN,,,7
Q8IW40|CC103_HUMAN,,,17
P51649|SSDH_HUMAN,,,25
Q9UL12|SARDH_HUMAN,,,15
Q9NR63|CP26B_HUMAN,,,0
Q7L592|NDUF7_HUMAN,,,7
Q7Z3Z2|RD3_HUMAN,,,7
Q9UNP4|SIAT9_HUMAN,,,7
Q13275|SEM3F_HUMAN,,,3
P51790|CLCN3_HUMAN,,,25
P56470|LEG4_HUMAN,,,19
Q9H9S3|S61A2_HUMAN,,,2
Q86VH2|KIF27_HUMAN,,,19
Q9UBY0|SL9A2_HUMAN,,,3
P16422|EPCAM_HUMAN,,,0
Q02817|MUC2_HUMAN,,,7
Q6T4R5|NHS_HUMAN,,,12
P55774|CCL18_HUMAN,,,3
Q495M9|USH1G_HUMAN,,,4
Q5JS13|RGPS1_HUMAN,,,3
Q9BZG1|RAB34_HUMAN,,,11
Q6GMV2|SMYD5_HUMAN,,,7
O60942|MCE1_HUMAN,,,4
Q86VK4|ZN410_HUMAN,,,11
Q9NXE8|CWC25_HUMAN,,,12
P24347|MMP11_HUMAN,,,13
Q9BVM2|DPCD_HUMAN,,,1
P78423|X3CL1_HUMAN,,,1
P49238|CX3C1_HUMAN,,,1
Q9P299|COPZ2_HUMAN,,,11
Q14002|CEAM7_HUMAN,,,7
Q6NTF9|RHBD2_HUMAN,,,2
Q969E8|TSR2_HUMAN,,,10
Q9BZF2|OSBL7_HUMAN,,,3
Q9NU23|LYRM2_HUMAN,,,2
O43325|LYRM1_HUMAN,,,2
O76009|KT33A_HUMAN,,,15
Q53EV4|LRC23_HUMAN,,,3
O75594|PGRP1_HUMAN,,,12
O95772|MENTO_HUMAN,,,2
Q96NX5|KCC1G_HUMAN,,,19
Q0VAA2|LR74A_HUMAN,,,3
Q99965|ADAM2_HUMAN,,,2
Q9P2B2|FPRP_HUMAN,,,3
O75954|TSN9_HUMAN,,,3
Q8WWI5|CTL1_HUMAN,,,2
Q9UBX1|CATF_HUMAN,,,19
P10620|MGST1_HUMAN,,,3
P15085|CBPA1_HUMAN,,,7
Q16563|SYPL1_HUMAN,,,2
P49961|ENTP1_HUMAN,,,7
Q9NPC1|LT4R2_HUMAN,,,7
O43497|CAC1G_HUMAN,,,7
Q4G1C9|GRPL2_HUMAN,,,7
Q3KR16|PKHG6_HUMAN,,,15
Q9NXS2|QPCTL_HUMAN,,,2
Q86WA6|BPHL_HUMAN,,,14
O75426|FBX24_HUMAN,,,17
Q92753|RORB_HUMAN,,,19
O95050|INMT_HUMAN,,,15
Q13021|MALL_HUMAN,,,13
Q9HAD4|WDR41_HUMAN,,,2
Q14442|PIGH_HUMAN,,,0
P37287|PIGA_HUMAN,,,0
Q8IY95|TM192_HUMAN,,,6
Q86TL0|ATG4D_HUMAN,,,6
Q8IXH6|T53I2_HUMAN,,,15
Q6P9H5|GIMA6_HUMAN,,,15
Q9NRN5|OLFL3_HUMAN,,,25
Q96PB7|NOE3_HUMAN,,,19
P00480|OTC_HUMAN,,,2
Q5T7N2|LITD1_HUMAN,,,10
Q8IZA0|K319L_HUMAN,,,8
Q9BS86|ZPBP1_HUMAN,,,7
Q86X52|CHSS1_HUMAN,,,2
Q07507|DERM_HUMAN,,,9
O75063|XYLK_HUMAN,,,9
O96009|NAPSA_HUMAN,,,2
Q8WTV1|THAP3_HUMAN,,,13
Q9UKP6|UR2R_HUMAN,,,11
Q86Y79|PTH_HUMAN,,,25
O43897|TLL1_HUMAN,,,9
Q16517|NNAT_HUMAN,,,15
Q9NTU7|CBLN4_HUMAN,,,10
Q8IUW5|RELL1_HUMAN,,,8
Q14CX5|TM180_HUMAN,,,0
Q9NUD9|PIGV_HUMAN,,,25
Q14749|GNMT_HUMAN,,,0
Q0D2K3|RIPP1_HUMAN,,,1
Q8N2H3|PYRD2_HUMAN,,,17
Q4U2R8|S22A6_HUMAN,,,12
O15499|GSC2_HUMAN,,,15
O43526|KCNQ2_HUMAN,,,0
Q9HCE3|ZN532_HUMAN,,,0
Q9UJQ4|SALL4_HUMAN,,,1
Q9NZU5|LMCD1_HUMAN,,,12
Q96IQ9|ZN414_HUMAN,,,14
Q13349|ITAD_HUMAN,,,3
Q9GZN4|BSSP4_HUMAN,,,12
P31997|CEAM8_HUMAN,,,7
Q9NX61|T161A_HUMAN,,,19
Q96BY2|MOAP1_HUMAN,,,6
Q86UW6|N4BP2_HUMAN,,,1
Q92521|PIGB_HUMAN,,,2
Q76G19|PDZD4_HUMAN,,,2
Q8IZ26|ZNF34_HUMAN,,,20
Q9BV99|LRC61_HUMAN,,,20
Q16773|KAT1_HUMAN,,,20
Q96JB6|LOXL4_HUMAN,,,20
Q15777|MPPD2_HUMAN,,,20
Q8IZW8|TENS4_HUMAN,,,3
Q8N300|CCD23_HUMAN,,,19
Q13103|SPP24_HUMAN,,,7
P07327|ADH1A_HUMAN,,,25
Q16134|ETFD_HUMAN,,,25
P54868|HMCS2_HUMAN,,,12
O95455|TGDS_HUMAN,,,25
P08620|FGF4_HUMAN,,,3
P15907|SIAT1_HUMAN,,,3
A3KMH1|VWA8_HUMAN,,,11
Q8N573|OXR1_HUMAN,,,13
Q9NZJ9|NUDT4_HUMAN,,,15
Q9HBH7|BEX1_HUMAN,,,12
Q9Y242|TCF19_HUMAN,,,6
Q96GC6|ZN274_HUMAN,,,1
Q6ZN44|UNC5A_HUMAN,,,19
Q8NBI3|DRAXI_HUMAN,,,19
Q15012|LAP4A_HUMAN,,,10
Q3KRA6|CB076_HUMAN,,,13
Q9H939|PPIP2_HUMAN,,,3
Q96QP1|ALPK1_HUMAN,,,7
Q96EF0|MTMR8_HUMAN,,,13
Q96LT9|RBM40_HUMAN,,,10
Q9BV90|SNR25_HUMAN,,,10
Q5GH77|XKR3_HUMAN,,,4
Q9HAQ2|KIF9_HUMAN,,,1
O95995|GAS8_HUMAN,,,0
Q9UKA2|FBXL4_HUMAN,,,17
Q969N2|PIGT_HUMAN,,,2
O75503|CLN5_HUMAN,,,2
Q9UBU6|FA8A1_HUMAN,,,5
Q5K4L6|S27A3_HUMAN,,,3
O15247|CLIC2_HUMAN,,,11
Q9UBL0|ARP21_HUMAN,,,1
Q9H6F2|TM38A_HUMAN,,,0
Q6PIU2|NCEH1_HUMAN,,,15
Q9BVC6|TM109_HUMAN,,,2
Q9NQL9|DMRT3_HUMAN,,,13
Q13099|IFT88_HUMAN,,,4
Q9P0T7|TMEM9_HUMAN,,,2
O75467|Z324A_HUMAN,,,18
Q16363|LAMA4_HUMAN,,,8
Q86VH4|LRRT4_HUMAN,,,8
Q6L9W6|B4GN3_HUMAN,,,8
Q3SYC2|MOGT2_HUMAN,,,6
Q8N427|TXND3_HUMAN,,,1
Q10587|TEF_HUMAN,,,12
Q8TAC1|RFESD_HUMAN,,,3
P37059|DHB2_HUMAN,,,0
Q96RQ1|ERGI2_HUMAN,,,0
A8K830|COLC2_HUMAN,,,11
Q9UFG5|CS025_HUMAN,,,11
Q9UQC9|CLCA2_HUMAN,,,7
Q9BRQ0|PYGO2_HUMAN,,,1
O75078|ADA11_HUMAN,,,7
P11597|CETP_HUMAN,,,7
P39059|COFA1_HUMAN,,,0
Q96RK1|CITE4_HUMAN,,,1
Q86XD8|ZFAN4_HUMAN,,,1
P49888|ST1E1_HUMAN,,,7
Q08289|CACB2_HUMAN,,,0
Q02641|CACB1_HUMAN,,,12
Q2PPJ7|RGPA2_HUMAN,,,19
O75683|SURF6_HUMAN,,,10
Q9P107|GMIP_HUMAN,,,12
Q9NQX1|PRDM5_HUMAN,,,1
Q9BYR5|KRA42_HUMAN,,,9
Q9UJJ9|GNPTG_HUMAN,,,7
Q92896|GSLG1_HUMAN,,,7
Q9NU53|GINM1_HUMAN,,,10
Q9BX93|PG12B_HUMAN,,,7
Q4L235|ACSF4_HUMAN,,,0
A4D0S4|LAMB4_HUMAN,,,13
Q07617|SPAG1_HUMAN,,,2
Q9NVF7|FBX28_HUMAN,,,0
Q7L3T8|SYPM_HUMAN,,,10
Q9ULD0|OGDHL_HUMAN,,,15
Q8NCA5|FA98A_HUMAN,,,10
Q9NX76|CKLF6_HUMAN,,,7
P48060|GLIP1_HUMAN,,,7
P08519|APOA_HUMAN,,,7
Q8IWR1|TRI59_HUMAN,,,13
Q12837|PO4F2_HUMAN,,,1
P23560|BDNF_HUMAN,,,3
Q33E94|RFX4_HUMAN,,,1
Q8IVQ6|ZDH21_HUMAN,,,1
Q76M96|CCD80_HUMAN,,,13
Q8IUZ0|LRC49_HUMAN,,,15
A2RU49|HYKK_HUMAN,,,3
Q96SF7|TBX15_HUMAN,,,12
O95231|VENTX_HUMAN,,,12
Q8WXI4|ACO11_HUMAN,,,4
Q96EY8|MMAB_HUMAN,,,13
Q9C075|K1C23_HUMAN,,,13
Q9Y5P8|P2R3B_HUMAN,,,19
Q9C0D4|Z518B_HUMAN,,,1
Q5MCW4|ZN569_HUMAN,,,13
Q86UW2|OSTB_HUMAN,,,17
Q7RTS1|BHA15_HUMAN,,,11
Q8IYB7|DI3L2_HUMAN,,,5
Q9Y6G1|TM14A_HUMAN,,,13
Q9UQ03|COR2B_HUMAN,,,25
Q86VF7|NRAP_HUMAN,,,13
P68431|H31_HUMAN,,,1
Q53H80|AKIR2_HUMAN,,,1
Q8IZA3|H1FOO_HUMAN,,,1
Q13572|ITPK1_HUMAN,,,1
O43781|DYRK3_HUMAN,,,7
Q86W25|NAL13_HUMAN,,,15
Q9ULD6|INTU_HUMAN,,,4
O14795|UN13B_HUMAN,,,11
Q9NP74|PALMD_HUMAN,,,2
Q9H5Q4|TFB2M_HUMAN,,,2
Q13477|MADCA_HUMAN,,,3
Q96NA8|TSNA1_HUMAN,,,11
Q9NZN3|EHD3_HUMAN,,,2
Q9BRJ6|CG050_HUMAN,,,10
Q9HCF6|TRPM3_HUMAN,,,7
Q9UJT2|TSKS_HUMAN,,,10
Q3LFD5|UBP41_HUMAN,,,6
Q9UDX4|S14L3_HUMAN,,,9
Q9BT22|ALG1_HUMAN,,,3
Q13258|PD2R_HUMAN,,,0
Q16690|DUS5_HUMAN,,,3
P05813|CRBA1_HUMAN,,,6
Q86VD1|MORC1_HUMAN,,,20
Q9NZ20|PA2G3_HUMAN,,,3
Q96GD0|PLPP_HUMAN,,,0
Q6ICH7|ASPH2_HUMAN,,,2
P53674|CRBB1_HUMAN,,,6
Q09428|ABCC8_HUMAN,,,13
Q86W50|MET16_HUMAN,,,10
Q8NHG7|SVIP_HUMAN,,,5
Q86T75|NBPFB_HUMAN,,,0
Q96M91|CFA53_HUMAN,,,0
Q9BVC5|ASHWN_HUMAN,,,10
O96015|DNAL4_HUMAN,,,19
Q6P3W2|DJC24_HUMAN,,,25
Q9BRQ4|CK070_HUMAN,,,6
Q7Z304|MAMC2_HUMAN,,,14
Q12889|OVGP1_HUMAN,,,7
Q9BX84|TRPM6_HUMAN,,,13
Q8N841|TTLL6_HUMAN,,,13
P32321|DCTD_HUMAN,,,2
Q96CD2|COAC_HUMAN,,,25
Q7Z6M2|FBX33_HUMAN,,,17
Q8N961|ABTB2_HUMAN,,,17
Q9H252|KCNH6_HUMAN,,,17
Q9NYT6|ZN226_HUMAN,,,1
Q2KHR3|QSER1_HUMAN,,,1
Q9Y4E6|WDR7_HUMAN,,,2
O75132|ZBED4_HUMAN,,,13
Q92966|SNPC3_HUMAN,,,5
P20718|GRAH_HUMAN,,,10
P08185|CBG_HUMAN,,,7
Q9BSF4|CS052_HUMAN,,,4
Q9Y6B7|AP4B1_HUMAN,,,4
O60548|FOXD2_HUMAN,,,4
Q8IUS5|EPHX4_HUMAN,,,7
Q5SNT2|TM201_HUMAN,,,14
A2VDJ0|T131L_HUMAN,,,7
Q99571|P2RX4_HUMAN,,,0
Q6IPM2|IQCE_HUMAN,,,0
Q969W0|SPTSA_HUMAN,,,7
Q9Y6A2|CP46A_HUMAN,,,3
Q13686|ALKB1_HUMAN,,,19
Q5T0Z8|CF132_HUMAN,,,7
O14602|IF1AY_HUMAN,,,10
Q9C0B2|CFA74_HUMAN,,,12
O95741|CPNE6_HUMAN,,,7
Q9Y6K8|KAD5_HUMAN,,,7
P31249|HXD3_HUMAN,,,1
Q6EEV6|SUMO4_HUMAN,,,25
P78415|IRX3_HUMAN,,,12
Q9NYR9|KBRS2_HUMAN,,,19
Q8NBF6|AVL9_HUMAN,,,12
Q07973|CP24A_HUMAN,,,1
Q9H4L5|OSBL3_HUMAN,,,12
O76095|JTB_HUMAN,,,20
Q96DU7|IP3KC_HUMAN,,,0
P60002|ELOF1_HUMAN,,,7
Q9H7T9|AUNIP_HUMAN,,,3
Q8TB72|PUM2_HUMAN,,,21
Q4VXU2|PAP1L_HUMAN,,,4
Q674X7|KAZRN_HUMAN,,,0
Q9UBR2|CATZ_HUMAN,,,25
Q96DZ9|CKLF5_HUMAN,,,15
Q6HA08|ASTL_HUMAN,,,19
Q8IWR0|Z3H7A_HUMAN,,,4
Q8IY42|CD019_HUMAN,,,19
Q969K4|ABTB1_HUMAN,,,10
Q9H3Y6|SRMS_HUMAN,,,3
Q9GZN8|CT027_HUMAN,,,13
Q8N2S1|LTBP4_HUMAN,,,7
Q96HZ4|HES6_HUMAN,,,1
O15266|SHOX_HUMAN,,,1
P51811|XK_HUMAN,,,6
Q2I0M5|RSPO4_HUMAN,,,10
Q8N130|NPT2C_HUMAN,,,0
Q96CF2|CHM4C_HUMAN,,,15
Q16739|CEGT_HUMAN,,,6
Q9BV19|CA050_HUMAN,,,15
P49223|SPIT3_HUMAN,,,1
O43292|GPAA1_HUMAN,,,2
Q9HDC9|APMAP_HUMAN,,,2
P51841|GUC2F_HUMAN,,,0
Q9UMX6|GUC1B_HUMAN,,,0
Q969Y0|NXPE3_HUMAN,,,7
Q9NQZ7|ENTP7_HUMAN,,,7
Q13733|AT1A4_HUMAN,,,0
Q9Y219|JAG2_HUMAN,,,7
O43761|SNG3_HUMAN,,,7
Q9NR97|TLR8_HUMAN,,,6
Q96GQ5|RUS1_HUMAN,,,3
O43909|EXTL3_HUMAN,,,3
Q9H813|TM206_HUMAN,,,3
P00740|FA9_HUMAN,,,7
O95258|UCP5_HUMAN,,,9
Q9UHG2|PCSK1_HUMAN,,,0
Q8IYT4|KATL2_HUMAN,,,19
Q6ZTW0|TPGS1_HUMAN,,,20
Q15391|P2Y14_HUMAN,,,3
Q08708|CLM6_HUMAN,,,0
O43193|MTLR_HUMAN,,,2
P12872|MOTI_HUMAN,,,2
Q02643|GHRHR_HUMAN,,,2
